epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
278,42469.98591609589,42469.98591609589,45375.91205586473,45375.91205586473
279,42467.10421393408,42467.10421393408,45743.75828874144,45743.75828874144
280,42484.440512628425,42484.440512628425,44797.230297517126,44797.230297517126
281,42455.798523116435,42455.798523116435,45470.25143942637,45470.25143942637
282,42491.454494863014,42491.454494863014,45013.359877996576,45013.359877996576
283,42476.17654109589,42476.17654109589,44789.46999678938,44789.46999678938
284,42445.385059931505,42445.385059931505,44779.656945633564,44779.656945633564
285,42474.5029109589,42474.5029109589,45131.15044413527,45131.15044413527
286,42455.04974315069,42455.04974315069,45176.569921875,45176.569921875
287,42443.81301369863,42443.81301369863,45246.928745719175,45246.928745719175
288,42478.30858304795,42478.30858304795,45100.11530928938,45100.11530928938
289,42471.349513056506,42471.349513056506,45216.78144798801,45216.78144798801
290,42455.47395119863,42455.47395119863,45294.24625963185,45294.24625963185
291,42454.44562821062,42454.44562821062,45196.83141053082,45196.83141053082
292,42446.06584439212,42446.06584439212,44862.73457298801,44862.73457298801
293,42453.082924871575,42453.082924871575,45236.57793236301,45236.57793236301
294,42443.41150470891,42443.41150470891,45328.93618364726,45328.93618364726
295,42442.051712328765,42442.051712328765,44888.008117508565,44888.008117508565
296,42495.65317851027,42495.65317851027,45065.88322452911,45065.88322452911
297,42419.10577910959,42419.10577910959,45762.673373287675,45762.673373287675
298,42478.93203125,42478.93203125,45584.543990796235,45584.543990796235
299,42469.807534246575,42469.807534246575,45362.07847816781,45362.07847816781
300,42461.155029965754,42461.155029965754,44903.37090646404,44903.37090646404
301,42455.46289597603,42455.46289597603,45332.26737478596,45332.26737478596
302,42419.707368364725,42419.707368364725,45752.8834760274,45752.8834760274
303,42478.02196061644,42478.02196061644,45051.73466395548,45051.73466395548
304,42467.092808219175,42467.092808219175,44706.73019049658,44706.73019049658
305,42442.831613869865,42442.831613869865,45494.130163741436,45494.130163741436
306,42472.18291416952,42472.18291416952,45208.20722923801,45208.20722923801
307,42462.74709439212,42462.74709439212,45076.8689854452,45076.8689854452
308,42439.262735445205,42439.262735445205,44719.80587542808,44719.80587542808
309,42454.174561215754,42454.174561215754,45306.63828125,45306.63828125
310,42486.7418557363,42486.7418557363,44538.24430115582,44538.24430115582
311,42451.88461579623,42451.88461579623,46223.838827054795,46223.838827054795
312,42436.890491224316,42436.890491224316,45409.34529109589,45409.34529109589
313,42430.0328125,42430.0328125,44743.343648330476,44743.343648330476
314,42380.17790025685,42380.17790025685,44567.18213291952,44567.18213291952
315,42459.59119755993,42459.59119755993,45775.10077589897,45775.10077589897
316,42455.87702803938,42455.87702803938,44827.55373501712,44827.55373501712
317,42427.93060252569,42427.93060252569,44793.07550299657,44793.07550299657
318,42441.13266802226,42441.13266802226,45355.75644798802,45355.75644798802
319,42432.000294306505,42432.000294306505,45088.00027825342,45088.00027825342
320,42392.790202268836,42392.790202268836,44510.46125321062,44510.46125321062
321,42397.81094285103,42397.81094285103,45159.892155393834,45159.892155393834
322,42419.46164918665,42419.46164918665,45016.68057041952,45016.68057041952
323,42461.815908604454,42461.815908604454,45127.135225813356,45127.135225813356
324,42453.05740582192,42453.05740582192,44750.134257277394,44750.134257277394
325,42416.80591288528,42416.80591288528,45485.14968964041,45485.14968964041
326,42436.10292701198,42436.10292701198,44683.29747966609,44683.29747966609
327,42483.2173640839,42483.2173640839,45038.870751284245,45038.870751284245
328,42460.736151541096,42460.736151541096,44833.202151113015,44833.202151113015
329,42404.89285637842,42404.89285637842,44539.25948202055,44539.25948202055
330,42405.89136879281,42405.89136879281,45203.16662564212,45203.16662564212
331,42418.135070633565,42418.135070633565,44547.01258561644,44547.01258561644
332,42426.96315817637,42426.96315817637,45047.161975599316,45047.161975599316
333,42435.5141213613,42435.5141213613,44655.68741438356,44655.68741438356
334,42453.91075021404,42453.91075021404,44656.62024828767,44656.62024828767
335,42421.721248929796,42421.721248929796,44542.90699914384,44542.90699914384
336,42446.71739083904,42446.71739083904,44692.874737799655,44692.874737799655
337,42433.534139554795,42433.534139554795,45610.71058433219,45610.71058433219
338,42418.35753424658,42418.35753424658,44957.9840432363,44957.9840432363
339,42444.70637307363,42444.70637307363,45671.52153253424,45671.52153253424
340,42444.48544520548,42444.48544520548,45022.17136130137,45022.17136130137
341,42427.158984375,42427.158984375,44742.77231913527,44742.77231913527
342,42394.13943172089,42394.13943172089,45068.16489726027,45068.16489726027
343,42414.312922731166,42414.312922731166,45255.91969178082,45255.91969178082
344,42416.69990368151,42416.69990368151,45333.54090325342,45333.54090325342
345,42416.21313677226,42416.21313677226,45557.65871682363,45557.65871682363
346,42404.980639982874,42404.980639982874,45109.06731057363,45109.06731057363
347,42444.31125856165,42444.31125856165,44864.80065282534,44864.80065282534
348,42403.5975385274,42403.5975385274,46061.186001712325,46061.186001712325
349,42406.18005136986,42406.18005136986,45588.69470248288,45588.69470248288
350,42427.23889126712,42427.23889126712,45440.65130029966,45440.65130029966
351,42432.9000588613,42432.9000588613,44728.104098886986,44728.104098886986
352,42422.68994541952,42422.68994541952,45461.68729666096,45461.68729666096
353,42439.74043771404,42439.74043771404,44977.84965753424,44977.84965753424
354,42446.96631528254,42446.96631528254,45802.925235445204,45802.925235445204
355,42446.378365796234,42446.378365796234,45330.208882705476,45330.208882705476
356,42435.20582726884,42435.20582726884,44836.93015839041,44836.93015839041
357,42426.37671232877,42426.37671232877,45183.72501605308,45183.72501605308
358,42434.261253210614,42434.261253210614,44722.12757919521,44722.12757919521
359,42420.40908604452,42420.40908604452,45107.13740368151,45107.13740368151
360,42407.61649721747,42407.61649721747,44574.31575877569,44574.31575877569
361,42439.07178403254,42439.07178403254,45235.39979666096,45235.39979666096
362,42428.44661815069,42428.44661815069,44965.2784567637,44965.2784567637
363,42439.96193814212,42439.96193814212,44869.659102097605,44869.659102097605
364,42462.85486943493,42462.85486943493,45285.118562714044,45285.118562714044
365,42434.05334439212,42434.05334439212,45820.62387628425,45820.62387628425
366,42443.2027932363,42443.2027932363,45754.16792059076,45754.16792059076
367,42447.48032427226,42447.48032427226,44834.526803296234,44834.526803296234
368,42419.086317422945,42419.086317422945,45098.63607662671,45098.63607662671
369,42410.082213184935,42410.082213184935,44860.422329837325,44860.422329837325
370,42455.73719499144,42455.73719499144,44935.41214683219,44935.41214683219
371,42406.018311215754,42406.018311215754,45500.75124678938,45500.75124678938
372,42401.871195419524,42401.871195419524,44494.256442636986,44494.256442636986
