epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
207,12364.338171553938,12364.338171553938,12018.682793528176,12018.682793528176
208,11747.166329997859,11747.166329997859,11786.552171909052,11786.552171909052
209,11860.298141004436,11860.298141004436,11504.022958643855,11504.022958643855
210,11717.224324189563,11717.224324189563,11701.912192680767,11701.912192680767
211,11853.030076422401,11853.030076422401,12061.671582821742,12061.671582821742
212,11850.069840028604,11850.069840028604,12321.72005279275,12321.72005279275
213,11707.905680237196,11707.905680237196,11982.80124368822,11982.80124368822
214,11887.901373268212,11887.901373268212,11786.068173001147,11786.068173001147
215,11640.728480964935,11640.728480964935,11734.735868727137,11734.735868727137
216,11673.188489331997,11673.188489331997,11344.574365599217,11344.574365599217
217,11668.313741073513,11668.313741073513,11819.67429831613,11819.67429831613
218,12018.462136008522,12018.462136008522,11852.069637540862,11852.069637540862
219,11560.186230955207,11560.186230955207,16476.035022474316,16476.035022474316
220,11953.221851771677,11953.221851771677,12226.740918759242,12226.740918759242
221,11443.884659820595,11443.884659820595,11352.696410372724,11352.696410372724
222,11814.121506022339,11814.121506022339,13966.625148369396,13966.625148369396
223,11574.173876770703,11574.173876770703,11815.093456909635,11815.093456909635
224,11632.568055339352,11632.568055339352,12244.058989604413,12244.058989604413
225,11579.421319830908,11579.421319830908,16379.937604588264,16379.937604588264
226,11545.124050192637,11545.124050192637,13858.49587302012,13858.49587302012
227,11760.00583140372,11760.00583140372,11468.570854899595,11468.570854899595
228,11685.384707858228,11685.384707858228,11957.619055495019,11957.619055495019
229,11481.770106485445,11481.770106485445,12742.650248640353,12742.650248640353
230,11777.764681881421,11777.764681881421,11392.009600229609,11392.009600229609
231,11574.47247322054,11574.47247322054,11255.187918961123,11255.187918961123
232,11840.988270912789,11840.988270912789,12972.131326373754,12972.131326373754
233,11632.61783722418,11632.61783722418,15235.729902027553,15235.729902027553
234,12033.165237293742,12033.165237293742,12791.25201119581,12791.25201119581
235,11388.171058968323,11388.171058968323,11516.748245106242,11516.748245106242
236,11614.42292270684,11614.42292270684,14491.52429184017,14491.52429184017
237,11561.237482244318,11561.237482244318,12102.983655347622,12102.983655347622
238,11365.862296782574,11365.862296782574,12202.337456006042,12202.337456006042
239,11413.865988687441,11413.865988687441,12111.89695167779,12111.89695167779
240,11382.303729483674,11382.303729483674,15889.809241954,15889.809241954
241,11607.10100307441,11607.10100307441,14421.764076850483,14421.764076850483
242,11460.713000685904,11460.713000685904,11334.590684408566,11334.590684408566
243,11638.611118340403,11638.611118340403,14262.007872090988,14262.007872090988
244,11570.11968059231,11570.11968059231,11427.631223001634,11427.631223001634
245,11596.05606356534,11596.05606356534,20834.029422137686,20834.029422137686
246,11578.527901351377,11578.527901351377,15024.418374333554,15024.418374333554
247,11883.769748331453,11883.769748331453,12309.603320434115,12309.603320434115
248,11584.847098040551,11584.847098040551,12244.661247129903,12244.661247129903
249,11543.013670050786,11543.013670050786,12123.363187911056,12123.363187911056
250,11420.637857059464,11420.637857059464,12675.5148719037,12675.5148719037
251,11222.739162345306,11222.739162345306,11675.607619802207,11675.607619802207
252,11380.8492153448,11380.8492153448,11359.22497604199,11359.22497604199
253,11398.680642171934,11398.680642171934,11606.641972333971,11606.641972333971
254,11477.713089464314,11477.713089464314,11760.271808477,11760.271808477
255,11238.08503147377,11238.08503147377,12168.368750547264,12168.368750547264
